time,temp_c,rh_pct,rh_thermal_pct,dew_c,ah_gm3
2026-08-12 20:44:27,27.10,40.40,34.63,12.49,10.46
2026-08-12 20:44:37,27.10,40.30,34.63,12.45,10.43
2026-08-12 20:44:47,27.10,40.30,34.63,12.45,10.43
2026-08-12 20:44:57,27.00,40.30,34.84,12.36,10.38
2026-08-12 20:45:07,27.00,40.10,34.84,12.28,10.33
2026-08-12 20:45:17,27.00,40.30,34.84,12.36,10.38
2026-08-12 20:45:27,27.00,40.70,34.84,12.51,10.48
2026-08-12 20:45:37,27.00,41.00,34.84,12.62,10.56
2026-08-12 20:45:47,27.00,41.10,34.84,12.66,10.58
2026-08-12 20:45:57,27.00,41.10,34.84,12.66,10.58
2026-08-12 20:46:07,27.00,41.10,34.84,12.66,10.58
2026-08-12 20:46:17,27.00,41.30,34.84,12.73,10.63
2026-08-12 20:46:27,27.00,41.50,34.84,12.81,10.69
2026-08-12 20:46:37,27.00,41.30,34.84,12.73,10.63
2026-08-12 20:46:47,27.00,41.80,34.84,12.92,10.76
2026-08-12 20:46:57,27.00,41.80,34.84,12.92,10.76
2026-08-12 20:47:07,27.00,42.40,34.84,13.14,10.92
2026-08-12 20:47:17,27.00,42.40,34.84,13.14,10.92
2026-08-12 20:47:27,27.00,42.80,34.84,13.28,11.02
2026-08-12 20:47:37,27.00,43.00,34.84,13.35,11.07
2026-08-12 20:47:47,27.00,43.20,34.84,13.42,11.12
2026-08-12 20:47:57,27.00,43.80,34.84,13.63,11.28
2026-08-12 20:48:07,27.00,43.70,34.84,13.60,11.25
2026-08-12 20:48:17,27.00,43.60,34.84,13.56,11.23
2026-08-12 20:48:27,27.00,43.90,34.84,13.67,11.30
2026-08-12 20:48:37,27.00,44.00,34.84,13.70,11.33
2026-08-12 20:48:47,27.00,44.60,34.84,13.91,11.48
2026-08-12 20:48:57,27.00,44.60,34.84,13.91,11.48
2026-08-12 20:49:07,27.00,44.80,34.84,13.98,11.54
2026-08-12 20:49:17,27.00,45.00,34.84,14.05,11.59
2026-08-12 20:49:27,27.00,44.70,34.84,13.95,11.51
2026-08-12 20:49:37,27.00,45.30,34.84,14.15,11.66
2026-08-12 20:49:47,27.00,45.40,34.84,14.19,11.69
2026-08-12 20:49:57,27.00,45.20,34.84,14.12,11.64
2026-08-12 20:50:07,27.00,45.40,34.84,14.19,11.69
2026-08-12 20:50:17,27.10,45.70,34.63,14.38,11.83
2026-08-12 20:50:27,27.10,45.80,34.63,14.41,11.86
2026-08-12 20:50:37,27.10,45.60,34.63,14.35,11.81
2026-08-12 20:50:47,27.10,45.80,34.63,14.41,11.86
2026-08-12 20:50:57,27.10,45.70,34.63,14.38,11.83
2026-08-12 20:51:07,27.10,45.50,34.63,14.31,11.78
2026-08-12 20:51:17,27.10,45.60,34.63,14.35,11.81
2026-08-12 20:51:27,27.10,45.90,34.63,14.45,11.88
2026-08-12 20:51:37,27.10,46.00,34.63,14.48,11.91
2026-08-12 20:51:47,27.10,46.00,34.63,14.48,11.91
2026-08-12 20:51:57,27.10,46.00,34.63,14.48,11.91
2026-08-12 20:52:07,27.10,46.10,34.63,14.52,11.94
2026-08-12 20:52:17,27.10,46.20,34.63,14.55,11.96
2026-08-12 20:52:27,27.10,46.40,34.63,14.62,12.01
2026-08-12 20:52:37,27.10,46.10,34.63,14.52,11.94
2026-08-12 20:52:47,27.20,46.50,34.43,14.74,12.11
2026-08-12 20:52:57,27.10,46.50,34.63,14.65,12.04
2026-08-12 20:53:07,27.20,47.10,34.43,14.94,12.26
2026-08-12 20:53:17,27.20,47.20,34.43,14.97,12.29
2026-08-12 20:53:27,27.20,47.30,34.43,15.01,12.32
2026-08-12 20:53:37,27.20,47.60,34.43,15.10,12.39
2026-08-12 20:53:47,27.30,47.30,34.23,15.10,12.38
2026-08-12 20:53:57,27.30,47.10,34.23,15.03,12.33
2026-08-12 20:54:07,27.30,47.50,34.23,15.16,12.44
2026-08-12 20:54:17,27.30,47.30,34.23,15.10,12.38
2026-08-12 20:54:27,27.30,47.20,34.23,15.06,12.36
2026-08-12 20:54:37,27.30,47.10,34.23,15.03,12.33
2026-08-12 20:54:47,27.30,47.10,34.23,15.03,12.33
2026-08-12 20:54:57,27.30,47.20,34.23,15.06,12.36
2026-08-12 20:55:07,27.30,47.10,34.23,15.03,12.33
2026-08-12 20:55:17,27.30,47.20,34.23,15.06,12.36
2026-08-12 20:55:27,27.30,47.10,34.23,15.03,12.33
2026-08-12 20:55:37,27.30,47.20,34.23,15.06,12.36
2026-08-12 20:55:47,27.30,47.20,34.23,15.06,12.36
2026-08-12 20:55:57,27.30,47.90,34.23,15.29,12.54
2026-08-12 20:56:07,27.30,47.80,34.23,15.26,12.51
2026-08-12 20:56:17,27.30,47.90,34.23,15.29,12.54
2026-08-12 20:56:27,27.30,47.90,34.23,15.29,12.54
2026-08-12 20:56:37,27.30,47.80,34.23,15.26,12.51
2026-08-12 20:56:47,27.40,48.10,34.03,15.45,12.66
2026-08-12 20:56:57,27.30,48.00,34.23,15.33,12.57
2026-08-12 20:57:07,27.30,47.90,34.23,15.29,12.54
2026-08-12 20:57:17,27.30,47.90,34.23,15.29,12.54
2026-08-12 20:57:27,27.40,47.80,34.03,15.35,12.58
2026-08-12 20:57:37,27.30,48.00,34.23,15.33,12.57
2026-08-12 20:57:47,27.40,48.00,34.03,15.42,12.64
2026-08-12 20:57:57,27.30,48.00,34.23,15.33,12.57
2026-08-12 20:58:07,27.30,48.00,34.23,15.33,12.57
2026-08-12 20:58:17,27.30,48.00,34.23,15.33,12.57
2026-08-12 20:58:27,27.40,48.10,34.03,15.45,12.66
2026-08-12 20:58:37,27.30,48.20,34.23,15.39,12.62
2026-08-12 20:58:47,27.30,48.40,34.23,15.45,12.67
2026-08-12 20:58:57,27.30,48.50,34.23,15.49,12.70
2026-08-12 20:59:07,27.30,48.40,34.23,15.45,12.67
2026-08-12 20:59:17,27.30,48.30,34.23,15.42,12.65
2026-08-12 20:59:27,27.30,48.40,34.23,15.45,12.67
2026-08-12 20:59:37,27.40,48.40,34.03,15.55,12.74
2026-08-12 20:59:47,27.30,48.40,34.23,15.45,12.67
2026-08-12 20:59:57,27.40,48.40,34.03,15.55,12.74
2026-08-12 21:00:07,27.40,48.50,34.03,15.58,12.77
2026-08-12 21:00:17,27.40,48.50,34.03,15.58,12.77
2026-08-12 21:00:27,27.30,48.60,34.23,15.52,12.72
2026-08-12 21:00:37,27.30,48.50,34.23,15.49,12.70
2026-08-12 21:00:47,27.30,48.50,34.23,15.49,12.70
2026-08-12 21:00:57,27.30,48.40,34.23,15.45,12.67
2026-08-12 21:01:07,27.30,48.50,34.23,15.49,12.70
2026-08-12 21:01:17,27.30,48.50,34.23,15.49,12.70
2026-08-12 21:01:27,27.30,48.50,34.23,15.49,12.70
2026-08-12 21:01:37,27.30,48.60,34.23,15.52,12.72
2026-08-12 21:01:47,27.30,48.70,34.23,15.55,12.75
2026-08-12 21:01:57,27.30,48.60,34.23,15.52,12.72
2026-08-12 21:02:07,27.30,48.70,34.23,15.55,12.75
2026-08-12 21:02:17,27.30,48.70,34.23,15.55,12.75
2026-08-12 21:02:27,27.30,48.90,34.23,15.62,12.80
2026-08-12 21:02:37,27.30,48.90,34.23,15.62,12.80
2026-08-12 21:02:47,27.30,49.00,34.23,15.65,12.83
2026-08-12 21:02:57,27.30,49.00,34.23,15.65,12.83
2026-08-12 21:03:07,27.20,48.90,34.43,15.52,12.73
2026-08-12 21:03:17,27.30,48.90,34.23,15.62,12.80
2026-08-12 21:03:27,27.30,48.90,34.23,15.62,12.80
2026-08-12 21:03:37,27.20,48.90,34.43,15.52,12.73
2026-08-12 21:03:47,27.20,49.00,34.43,15.56,12.76
2026-08-12 21:03:57,27.20,49.10,34.43,15.59,12.78
2026-08-12 21:04:07,27.20,49.10,34.43,15.59,12.78
2026-08-12 21:04:17,27.20,49.30,34.43,15.65,12.84
2026-08-12 21:04:27,27.20,49.20,34.43,15.62,12.81
2026-08-12 21:04:37,27.20,49.40,34.43,15.68,12.86
2026-08-12 21:04:47,27.20,49.40,34.43,15.68,12.86
2026-08-12 21:04:57,27.20,49.40,34.43,15.68,12.86
2026-08-12 21:05:07,27.20,49.30,34.43,15.65,12.84
2026-08-12 21:05:17,27.10,49.50,34.63,15.62,12.82
2026-08-12 21:05:27,27.10,49.60,34.63,15.65,12.84
2026-08-12 21:05:37,27.10,49.60,34.63,15.65,12.84
2026-08-12 21:05:47,27.10,49.70,34.63,15.69,12.87
2026-08-12 21:05:57,27.10,49.70,34.63,15.69,12.87
2026-08-12 21:06:07,27.10,49.80,34.63,15.72,12.89
