time,temp_c,rh_pct
2026-08-12 20:43:17,27.0,39.5
2026-08-12 20:43:27,27.0,40.0
2026-08-12 20:43:37,27.0,39.9
2026-08-12 20:43:47,27.0,39.8
2026-08-12 20:43:57,27.0,39.8
2026-08-12 20:44:07,27.1,39.9
2026-08-12 20:44:17,27.1,39.9
2026-08-12 20:44:27,27.1,40.4
2026-08-12 20:44:37,27.1,40.3
2026-08-12 20:44:47,27.1,40.3
2026-08-12 20:44:57,27.0,40.3
2026-08-12 20:45:07,27.0,40.1
2026-08-12 20:45:17,27.0,40.3
2026-08-12 20:45:27,27.0,40.7
2026-08-12 20:45:37,27.0,41.0
2026-08-12 20:45:47,27.0,41.1
2026-08-12 20:45:57,27.0,41.1
2026-08-12 20:46:07,27.0,41.1
2026-08-12 20:46:17,27.0,41.3
2026-08-12 20:46:27,27.0,41.5
2026-08-12 20:46:37,27.0,41.3
2026-08-12 20:46:47,27.0,41.8
2026-08-12 20:46:57,27.0,41.8
2026-08-12 20:47:07,27.0,42.4
2026-08-12 20:47:17,27.0,42.4
2026-08-12 20:47:27,27.0,42.8
2026-08-12 20:47:37,27.0,43.0
2026-08-12 20:47:47,27.0,43.2
2026-08-12 20:47:57,27.0,43.8
2026-08-12 20:48:07,27.0,43.7
2026-08-12 20:48:17,27.0,43.6
2026-08-12 20:48:27,27.0,43.9
2026-08-12 20:48:37,27.0,44.0
2026-08-12 20:48:47,27.0,44.6
2026-08-12 20:48:57,27.0,44.6
2026-08-12 20:49:07,27.0,44.8
2026-08-12 20:49:17,27.0,45.0
2026-08-12 20:49:27,27.0,44.7
2026-08-12 20:49:37,27.0,45.3
2026-08-12 20:49:47,27.0,45.4
2026-08-12 20:49:57,27.0,45.2
2026-08-12 20:50:07,27.0,45.4
2026-08-12 20:50:17,27.1,45.7
2026-08-12 20:50:27,27.1,45.8
2026-08-12 20:50:37,27.1,45.6
2026-08-12 20:50:47,27.1,45.8
2026-08-12 20:50:57,27.1,45.7
2026-08-12 20:51:07,27.1,45.5
2026-08-12 20:51:17,27.1,45.6
2026-08-12 20:51:27,27.1,45.9
2026-08-12 20:51:37,27.1,46.0
2026-08-12 20:51:47,27.1,46.0
2026-08-12 20:51:57,27.1,46.0
2026-08-12 20:52:07,27.1,46.1
2026-08-12 20:52:17,27.1,46.2
2026-08-12 20:52:27,27.1,46.4
2026-08-12 20:52:37,27.1,46.1
2026-08-12 20:52:47,27.2,46.5
2026-08-12 20:52:57,27.1,46.5
2026-08-12 20:53:07,27.2,47.1
2026-08-12 20:53:17,27.2,47.2
2026-08-12 20:53:27,27.2,47.3
2026-08-12 20:53:37,27.2,47.6
2026-08-12 20:53:47,27.3,47.3
2026-08-12 20:53:57,27.3,47.1
2026-08-12 20:54:07,27.3,47.5
2026-08-12 20:54:17,27.3,47.3
2026-08-12 20:54:27,27.3,47.2
2026-08-12 20:54:37,27.3,47.1
2026-08-12 20:54:47,27.3,47.1
2026-08-12 20:54:57,27.3,47.2
2026-08-12 20:55:07,27.3,47.1
2026-08-12 20:55:17,27.3,47.2
2026-08-12 20:55:27,27.3,47.1
2026-08-12 20:55:37,27.3,47.2
2026-08-12 20:55:47,27.3,47.2
2026-08-12 20:55:57,27.3,47.9
2026-08-12 20:56:07,27.3,47.8
2026-08-12 20:56:17,27.3,47.9
2026-08-12 20:56:27,27.3,47.9
2026-08-12 20:56:37,27.3,47.8
2026-08-12 20:56:47,27.4,48.1
2026-08-12 20:56:57,27.3,48.0
2026-08-12 20:57:07,27.3,47.9
2026-08-12 20:57:17,27.3,47.9
2026-08-12 20:57:27,27.4,47.8
2026-08-12 20:57:37,27.3,48.0
2026-08-12 20:57:47,27.4,48.0
2026-08-12 20:57:57,27.3,48.0
2026-08-12 20:58:07,27.3,48.0
2026-08-12 20:58:17,27.3,48.0
2026-08-12 20:58:27,27.4,48.1
2026-08-12 20:58:37,27.3,48.2
2026-08-12 20:58:47,27.3,48.4
2026-08-12 20:58:57,27.3,48.5
2026-08-12 20:59:07,27.3,48.4
2026-08-12 20:59:17,27.3,48.3
2026-08-12 20:59:27,27.3,48.4
2026-08-12 20:59:37,27.4,48.4
2026-08-12 20:59:47,27.3,48.4
2026-08-12 20:59:57,27.4,48.4
2026-08-12 21:00:07,27.4,48.5
2026-08-12 21:00:17,27.4,48.5
2026-08-12 21:00:27,27.3,48.6
2026-08-12 21:00:37,27.3,48.5
2026-08-12 21:00:47,27.3,48.5
2026-08-12 21:00:57,27.3,48.4
2026-08-12 21:01:07,27.3,48.5
2026-08-12 21:01:17,27.3,48.5
2026-08-12 21:01:27,27.3,48.5
2026-08-12 21:01:37,27.3,48.6
2026-08-12 21:01:47,27.3,48.7
2026-08-12 21:01:57,27.3,48.6
2026-08-12 21:02:07,27.3,48.7
2026-08-12 21:02:17,27.3,48.7
2026-08-12 21:02:27,27.3,48.9
2026-08-12 21:02:37,27.3,48.9
2026-08-12 21:02:47,27.3,49.0
2026-08-12 21:02:57,27.3,49.0
2026-08-12 21:03:07,27.2,48.9
2026-08-12 21:03:17,27.3,48.9
2026-08-12 21:03:27,27.3,48.9
2026-08-12 21:03:37,27.2,48.9
2026-08-12 21:03:47,27.2,49.0
2026-08-12 21:03:57,27.2,49.1
2026-08-12 21:04:07,27.2,49.1
2026-08-12 21:04:17,27.2,49.3
2026-08-12 21:04:27,27.2,49.2
2026-08-12 21:04:37,27.2,49.4
2026-08-12 21:04:47,27.2,49.4
2026-08-12 21:04:57,27.2,49.4
2026-08-12 21:05:07,27.2,49.3
2026-08-12 21:05:17,27.1,49.5
2026-08-12 21:05:27,27.1,49.6
2026-08-12 21:05:37,27.1,49.6
2026-08-12 21:05:47,27.1,49.7
2026-08-12 21:05:57,27.1,49.7
2026-08-12 21:06:07,27.1,49.8
