frame,time,sun_area_px,uncovered,frame_max,frame_mean,lx,temp_c,rh_pct,obscuration,sun_alt_deg
0,2026-08-12 19:25:41,7826,1.0008,228.0000,56.0790,9160.7481,,,0.0000,18.2798
1,2026-08-12 19:25:43,7821,1.0001,228.0000,56.0690,9158.1757,,,0.0000,18.2734
2,2026-08-12 19:25:45,7820,1.0000,228.0000,56.0580,9149.0708,,,0.0000,18.2670
3,2026-08-12 19:25:47,7830,1.0013,228.0000,56.0930,9145.5626,,,0.0000,18.2606
4,2026-08-12 19:25:49,7832,1.0015,228.0000,56.0960,9137.8466,,,0.0000,18.2542
5,2026-08-12 19:25:51,7831,1.0014,228.0000,56.0710,9129.7285,,,0.0000,18.2479
6,2026-08-12 19:25:53,7832,1.0015,228.0000,56.0840,9123.1464,,,0.0000,18.2417
7,2026-08-12 19:25:55,7824,1.0005,228.0000,56.0410,9117.7626,,,0.0000,18.2355
8,2026-08-12 19:25:57,7819,0.9999,228.0000,56.0230,9109.5029,,,0.0000,18.2293
9,2026-08-12 19:25:59,7832,1.0015,229.0000,56.0610,9105.4306,,,0.0000,18.2231
10,2026-08-12 19:26:01,7823,1.0004,229.0000,56.0120,9103.3137,,,0.0000,18.2168
11,2026-08-12 19:26:03,7826,1.0008,229.0000,55.9750,9098.7766,,,0.0000,18.2104
12,2026-08-12 19:26:05,7826,1.0008,228.0000,55.9170,9093.2589,,,0.0000,18.2040
13,2026-08-12 19:26:07,7829,1.0012,228.0000,55.9260,9081.5356,35.3000,25.3000,0.0000,18.1976
14,2026-08-12 19:26:09,7822,1.0003,228.0000,55.8910,9077.9234,35.3200,24.3400,0.0000,18.1912
15,2026-08-12 19:26:11,7819,0.9999,228.0000,55.8490,9074.2902,35.3400,23.3800,0.0000,18.1849
16,2026-08-12 19:26:13,7830,1.0013,228.0000,55.8920,9071.8979,35.3600,22.4200,0.0000,18.1787
17,2026-08-12 19:26:15,7823,1.0004,228.0000,55.8490,9068.3723,35.3800,21.4600,0.0000,18.1725
18,2026-08-12 19:26:17,7824,1.0005,228.0000,55.8210,9062.8737,35.4000,20.5000,0.0000,18.1663
19,2026-08-12 19:26:19,7821,1.0001,228.0000,55.7830,9052.8301,35.4000,20.7800,0.0000,18.1601
20,2026-08-12 19:26:21,7824,1.0005,228.0000,55.7570,9052.6133,35.4000,21.0600,0.0000,18.1538
21,2026-08-12 19:26:23,7814,0.9992,228.0000,55.6850,9049.9904,35.4000,21.3400,0.0000,18.1474
22,2026-08-12 19:26:25,7828,1.0010,227.0000,55.7220,9048.3076,35.4000,21.6200,0.0000,18.1410
23,2026-08-12 19:26:27,7828,1.0010,227.0000,55.6930,9044.4500,35.4000,21.9000,0.0000,18.1346
24,2026-08-12 19:26:29,7819,0.9999,228.0000,55.6220,9036.1669,35.4200,21.7200,0.0000,18.1282
25,2026-08-12 19:26:31,7817,0.9996,228.0000,55.5440,9023.7785,35.4400,21.5400,0.0000,18.1219
26,2026-08-12 19:26:33,7835,1.0019,228.0000,55.6090,9018.7647,35.4600,21.3600,0.0000,18.1157
27,2026-08-12 19:26:35,7823,1.0004,227.0000,55.5100,9013.6222,35.4800,21.1800,0.0000,18.1095
28,2026-08-12 19:26:37,7826,1.0008,228.0000,55.4920,9004.3142,35.5000,21.0000,0.0000,18.1033
29,2026-08-12 19:26:39,7843,1.0029,228.0000,55.5440,8997.2783,35.5200,20.9600,0.0000,18.0971
30,2026-08-12 19:26:41,7831,1.0014,227.0000,55.1870,8995.1198,35.5400,20.9200,0.0000,18.0908
31,2026-08-12 19:26:43,7825,1.0006,227.0000,55.2010,8991.8453,35.5600,20.8800,0.0000,18.0844
32,2026-08-12 19:26:45,7829,1.0012,227.0000,55.2070,8987.8955,35.5800,20.8400,0.0000,18.0780
33,2026-08-12 19:26:47,7822,1.0003,227.0000,55.1620,8984.2413,35.6000,20.8000,0.0000,18.0716
34,2026-08-12 19:26:49,7829,1.0012,227.0000,55.1730,8980.9050,35.6200,20.7400,0.0000,18.0652
35,2026-08-12 19:26:51,7820,1.0000,227.0000,55.1560,8978.2665,35.6400,20.6800,0.0000,18.0589
36,2026-08-12 19:26:53,7828,1.0010,227.0000,55.1520,8972.9664,35.6600,20.6200,0.0000,18.0527
37,2026-08-12 19:26:55,7830,1.0013,228.0000,55.1270,8965.9880,35.6800,20.5600,0.0000,18.0465
38,2026-08-12 19:26:57,7825,1.0006,227.0000,55.1080,8961.4883,35.7000,20.5000,0.0000,18.0403
39,2026-08-12 19:26:59,7823,1.0004,227.0000,55.0700,8954.0209,35.7200,20.5800,0.0000,18.0341
40,2026-08-12 19:27:01,7826,1.0008,227.0000,55.0750,8947.2423,35.7400,20.6600,0.0000,18.0278
41,2026-08-12 19:27:03,7827,1.0009,227.0000,55.0750,8942.9234,35.7600,20.7400,0.0000,18.0214
42,2026-08-12 19:27:05,7828,1.0010,227.0000,55.0540,8938.1735,35.7800,20.8200,0.0000,18.0150
43,2026-08-12 19:27:07,7817,0.9996,228.0000,55.0070,8931.4781,35.8000,20.9000,0.0000,18.0086
44,2026-08-12 19:27:09,7827,1.0009,228.0000,55.0010,8926.2163,35.8000,20.9000,0.0000,18.0022
45,2026-08-12 19:27:11,7828,1.0010,228.0000,54.9910,8921.1152,35.8000,20.9000,0.0000,17.9959
46,2026-08-12 19:27:13,7825,1.0006,227.0000,54.9900,8913.5725,35.8000,20.9000,0.0000,17.9897
47,2026-08-12 19:27:15,7828,1.0010,227.0000,54.9340,8904.5781,35.8000,20.9000,0.0000,17.9835
48,2026-08-12 19:27:17,7825,1.0006,227.0000,54.9320,8897.8681,35.8000,20.9000,0.0000,17.9773
49,2026-08-12 19:27:19,7826,1.0008,227.0000,54.9100,8894.0370,35.8400,20.9200,0.0000,17.9711
50,2026-08-12 19:27:21,7825,1.0006,227.0000,54.8890,8891.4694,35.8800,20.9400,0.0000,17.9648
51,2026-08-12 19:27:23,7818,0.9997,227.0000,54.8560,8886.3843,35.9200,20.9600,0.0000,17.9584
52,2026-08-12 19:27:25,7814,0.9992,227.0000,54.7800,8884.0988,35.9600,20.9800,0.0000,17.9520
53,2026-08-12 19:27:27,7821,1.0001,227.0000,54.7990,8877.9982,36.0000,21.0000,0.0000,17.9456
54,2026-08-12 19:27:29,7816,0.9995,226.0000,54.7540,8868.6519,36.0000,20.9000,0.0000,17.9392
55,2026-08-12 19:27:31,7824,1.0005,227.0000,54.7880,8862.4805,36.0000,20.8000,0.0000,17.9329
56,2026-08-12 19:27:33,7823,1.0004,227.0000,54.7750,8858.6862,36.0000,20.7000,0.0000,17.9267
57,2026-08-12 19:27:35,7825,1.0006,228.0000,54.7430,8851.8816,36.0000,20.6000,0.0000,17.9205
58,2026-08-12 19:27:37,7823,1.0004,227.0000,54.7460,8848.8084,36.0000,20.5000,0.0000,17.9143
59,2026-08-12 19:27:39,7828,1.0010,228.0000,54.7300,8842.3513,36.0200,20.4400,0.0000,17.9081
60,2026-08-12 19:27:41,7822,1.0003,227.0000,54.6070,8829.3213,36.0400,20.3800,0.0000,17.9018
61,2026-08-12 19:27:43,7816,0.9995,227.0000,54.6040,8821.5691,36.0600,20.3200,0.0000,17.8954
62,2026-08-12 19:27:45,7820,1.0000,227.0000,54.6070,8819.9804,36.0800,20.2600,0.0000,17.8890
63,2026-08-12 19:27:47,7820,1.0000,227.0000,54.6160,8814.9399,36.1000,20.2000,0.0000,17.8826
64,2026-08-12 19:27:49,7819,0.9999,226.0000,54.5880,8809.2312,36.1200,20.2600,0.0000,17.8762
65,2026-08-12 19:27:51,7816,0.9995,226.0000,54.5640,8802.4972,36.1400,20.3200,0.0000,17.8699
66,2026-08-12 19:27:53,7816,0.9995,226.0000,54.5230,8798.8056,36.1600,20.3800,0.0000,17.8637
67,2026-08-12 19:27:55,7806,0.9982,226.0000,54.5060,8797.5029,36.1800,20.4400,0.0000,17.8575
68,2026-08-12 19:27:57,7812,0.9990,227.0000,54.5130,8791.8648,36.2000,20.5000,0.0000,17.8513
69,2026-08-12 19:27:59,7822,1.0003,227.0000,54.5190,8787.2577,36.2200,20.5400,0.0000,17.8451
70,2026-08-12 19:28:01,7817,0.9996,227.0000,54.4830,8785.0822,36.2400,20.5800,0.0000,17.8388
71,2026-08-12 19:28:03,7815,0.9994,227.0000,54.4230,8781.1371,36.2600,20.6200,0.0000,17.8324
72,2026-08-12 19:28:05,7819,0.9999,226.0000,54.4290,8777.1677,36.2800,20.6600,0.0000,17.8260
73,2026-08-12 19:28:07,7821,1.0001,227.0000,54.4800,8773.0144,36.3000,20.7000,0.0000,17.8196
74,2026-08-12 19:28:09,7820,1.0000,227.0000,54.4330,8768.8887,36.3200,20.6800,0.0000,17.8132
75,2026-08-12 19:28:11,7816,0.9995,226.0000,54.4410,8755.6197,36.3400,20.6600,0.0000,17.8069
76,2026-08-12 19:28:13,7817,0.9996,228.0000,54.4350,8749.2175,36.3600,20.6400,0.0000,17.8007
77,2026-08-12 19:28:15,7819,0.9999,226.0000,54.4320,8744.7196,36.3800,20.6200,0.0000,17.7945
78,2026-08-12 19:28:17,7826,1.0008,226.0000,54.4320,8737.9663,36.4000,20.6000,0.0000,17.7883
79,2026-08-12 19:28:19,7825,1.0006,227.0000,54.4390,8736.0828,36.4200,20.6000,0.0000,17.7821
80,2026-08-12 19:28:21,7831,1.0014,227.0000,54.4470,8730.8297,36.4400,20.6000,0.0000,17.7758
81,2026-08-12 19:28:23,7819,0.9999,227.0000,54.4060,8725.9003,36.4600,20.6000,0.0000,17.7694
82,2026-08-12 19:28:25,7825,1.0006,227.0000,54.4230,8722.8854,36.4800,20.6000,0.0000,17.7630
83,2026-08-12 19:28:27,7824,1.0005,227.0000,54.4230,8714.9520,36.5000,20.6000,0.0000,17.7566
84,2026-08-12 19:28:29,7825,1.0006,226.0000,54.3910,8710.3123,36.5000,20.5600,0.0000,17.7502
85,2026-08-12 19:28:31,7829,1.0012,227.0000,54.4030,8707.4927,36.5000,20.5200,0.0000,17.7439
86,2026-08-12 19:28:33,7828,1.0010,228.0000,54.3890,8707.0957,36.5000,20.4800,0.0000,17.7377
87,2026-08-12 19:28:35,7818,0.9997,227.0000,54.3500,8701.2413,36.5000,20.4400,0.0000,17.7315
88,2026-08-12 19:28:37,7816,0.9995,227.0000,54.3470,8696.1528,36.5000,20.4000,0.0000,17.7253
89,2026-08-12 19:28:39,7819,0.9999,226.0000,54.3520,8690.6376,36.5200,20.4000,0.0000,17.7191
90,2026-08-12 19:28:41,7819,0.9999,226.0000,54.1900,8688.1734,36.5400,20.4000,0.0000,17.7128
91,2026-08-12 19:28:43,7815,0.9994,227.0000,54.2300,8683.7942,36.5600,20.4000,0.0000,17.7064
92,2026-08-12 19:28:45,7822,1.0003,227.0000,54.2340,8681.2580,36.5800,20.4000,0.0000,17.7000
93,2026-08-12 19:28:47,7813,0.9991,228.0000,54.2190,8671.1482,36.6000,20.4000,0.0000,17.6936
94,2026-08-12 19:28:49,7816,0.9995,228.0000,54.2420,8668.0967,36.6200,20.3400,0.0000,17.6872
95,2026-08-12 19:28:51,7822,1.0003,227.0000,54.2920,8667.3306,36.6400,20.2800,0.0000,17.6809
96,2026-08-12 19:28:53,7815,0.9994,227.0000,54.2570,8663.3342,36.6600,20.2200,0.0000,17.6747
97,2026-08-12 19:28:55,7823,1.0004,227.0000,54.2880,8661.9167,36.6800,20.1600,0.0000,17.6685
98,2026-08-12 19:28:57,7816,0.9995,227.0000,54.2680,8661.1880,36.7000,20.1000,0.0000,17.6623
99,2026-08-12 19:28:59,7819,0.9999,227.0000,54.2810,8658.7391,36.7000,20.0200,0.0000,17.6561
100,2026-08-12 19:29:01,7818,0.9997,227.0000,54.2810,8655.3622,36.7000,19.9400,0.0000,17.6498
101,2026-08-12 19:29:03,7810,0.9987,227.0000,54.2340,8652.1151,36.7000,19.8600,0.0000,17.6434
102,2026-08-12 19:29:05,7808,0.9985,227.0000,54.2700,8649.6836,36.7000,19.7800,0.0000,17.6370
103,2026-08-12 19:29:07,7824,1.0005,227.0000,54.3280,8644.0983,36.7000,19.7000,0.0000,17.6306
104,2026-08-12 19:29:09,7823,1.0004,227.0000,54.3160,8641.7575,36.7200,19.6000,0.0000,17.6242
105,2026-08-12 19:29:11,7817,0.9996,227.0000,54.3140,8636.0535,36.7400,19.5000,0.0000,17.6179
106,2026-08-12 19:29:13,7818,0.9997,227.0000,54.2640,8633.4607,36.7600,19.4000,0.0000,17.6117
107,2026-08-12 19:29:15,7819,0.9999,227.0000,54.2950,8631.2885,36.7800,19.3000,0.0000,17.6055
108,2026-08-12 19:29:17,7822,1.0003,227.0000,54.3140,8627.1786,36.8000,19.2000,0.0000,17.5993
109,2026-08-12 19:29:19,7815,0.9994,227.0000,54.2900,8624.3425,36.8000,19.2600,0.0000,17.5931
110,2026-08-12 19:29:21,7818,0.9997,226.0000,54.2850,8623.2309,36.8000,19.3200,0.0000,17.5868
111,2026-08-12 19:29:23,7825,1.0006,226.0000,54.2940,8622.6535,36.8000,19.3800,0.0000,17.5804
112,2026-08-12 19:29:25,7819,0.9999,227.0000,54.2720,8619.8174,36.8000,19.4400,0.0000,17.5740
113,2026-08-12 19:29:27,7820,1.0000,227.0000,54.3030,8619.4133,36.8000,19.5000,0.0000,17.5676
114,2026-08-12 19:29:29,7817,0.9996,227.0000,54.2690,8616.4864,36.8200,19.6600,0.0000,17.5612
115,2026-08-12 19:29:31,7809,0.9986,227.0000,54.2690,8613.7146,36.8400,19.8200,0.0000,17.5549
116,2026-08-12 19:29:33,7823,1.0004,227.0000,54.2900,8611.3092,36.8600,19.9800,0.0000,17.5487
117,2026-08-12 19:29:35,7826,1.0008,227.0000,54.2780,8603.0055,36.8800,20.1400,0.0000,17.5425
118,2026-08-12 19:29:37,7828,1.0010,227.0000,54.1360,8599.0884,36.9000,20.3000,0.0000,17.5363
119,2026-08-12 19:29:39,7824,1.0005,227.0000,54.1580,8594.7269,36.9000,20.3400,0.0000,17.5301
120,2026-08-12 19:29:41,7824,1.0005,227.0000,54.0880,8589.7656,36.9000,20.3800,0.0000,17.5238
121,2026-08-12 19:29:43,7819,0.9999,227.0000,54.1250,8586.0905,36.9000,20.4200,0.0000,17.5174
122,2026-08-12 19:29:45,7814,0.9992,227.0000,54.1050,8585.7305,36.9000,20.4600,0.0000,17.5110
123,2026-08-12 19:29:47,7821,1.0001,227.0000,54.1690,8585.4600,36.9000,20.5000,0.0000,17.5046
124,2026-08-12 19:29:49,7825,1.0006,227.0000,54.2090,8583.0690,36.9200,20.4200,0.0000,17.4982
125,2026-08-12 19:29:51,7822,1.0003,227.0000,54.1940,8578.1198,36.9400,20.3400,0.0000,17.4919
126,2026-08-12 19:29:53,7821,1.0001,226.0000,54.1830,8572.9079,36.9600,20.2600,0.0000,17.4857
127,2026-08-12 19:29:55,7819,0.9999,228.0000,54.1790,8569.5991,36.9800,20.1800,0.0000,17.4795
128,2026-08-12 19:29:57,7816,0.9995,227.0000,54.1920,8568.8335,37.0000,20.1000,0.0000,17.4733
129,2026-08-12 19:29:59,7822,1.0003,228.0000,54.1850,8564.3484,37.0000,19.9800,0.0000,17.4671
130,2026-08-12 19:30:01,7824,1.0005,227.0000,54.1870,8561.9529,37.0000,19.8600,0.0000,17.4608
131,2026-08-12 19:30:03,7813,0.9991,226.0000,54.1970,8555.9264,37.0000,19.7400,0.0000,17.4544
132,2026-08-12 19:30:05,7814,0.9992,227.0000,54.1690,8550.5205,37.0000,19.6200,0.0000,17.4480
133,2026-08-12 19:30:07,7825,1.0006,227.0000,54.1840,8546.1048,37.0000,19.5000,0.0000,17.4416
134,2026-08-12 19:30:09,7816,0.9995,225.0000,54.1850,8541.5304,37.0200,19.5600,0.0000,17.4352
135,2026-08-12 19:30:11,7822,1.0003,226.0000,54.2060,8537.1244,37.0400,19.6200,0.0000,17.4289
136,2026-08-12 19:30:13,7826,1.0008,227.0000,54.1990,8534.9336,37.0600,19.6800,0.0000,17.4227
137,2026-08-12 19:30:15,7830,1.0013,227.0000,54.2070,8533.2158,37.0800,19.7400,0.0000,17.4165
138,2026-08-12 19:30:17,7821,1.0001,227.0000,54.2000,8531.6952,37.1000,19.8000,0.0000,17.4103
139,2026-08-12 19:30:19,7819,0.9999,227.0000,54.1830,8521.1302,37.1000,19.8200,0.0000,17.4041
140,2026-08-12 19:30:21,7819,0.9999,228.0000,54.1740,8515.3097,37.1000,19.8400,0.0000,17.3978
141,2026-08-12 19:30:23,7812,0.9990,228.0000,54.1600,8510.1098,37.1000,19.8600,0.0000,17.3914
142,2026-08-12 19:30:25,7821,1.0001,228.0000,54.1480,8503.8332,37.1000,19.8800,0.0000,17.3850
143,2026-08-12 19:30:27,7817,0.9996,227.0000,54.1670,8501.3642,37.1000,19.9000,0.0000,17.3786
144,2026-08-12 19:30:29,7813,0.9991,227.0000,54.1330,8498.4531,37.1000,19.8400,0.0000,17.3722
145,2026-08-12 19:30:31,7815,0.9994,228.0000,54.1180,8496.6838,37.1000,19.7800,0.0000,17.3659
146,2026-08-12 19:30:33,7825,1.0006,227.0000,54.1780,8495.2289,37.1000,19.7200,0.0000,17.3597
147,2026-08-12 19:30:35,7819,0.9999,226.0000,54.1460,8490.5185,37.1000,19.6600,0.0000,17.3535
148,2026-08-12 19:30:37,7818,0.9997,227.0000,54.1320,8489.3344,37.1000,19.6000,0.0000,17.3473
149,2026-08-12 19:30:39,7811,0.9988,227.0000,54.1150,8484.0991,37.1000,19.5000,0.0000,17.3411
150,2026-08-12 19:30:41,7817,0.9996,227.0000,53.8740,8480.9662,37.1000,19.4000,0.0000,17.3348
151,2026-08-12 19:30:43,7816,0.9995,228.0000,53.9180,8470.2097,37.1000,19.3000,0.0000,17.3284
152,2026-08-12 19:30:45,7812,0.9990,227.0000,53.8850,8466.4375,37.1000,19.2000,0.0000,17.3220
153,2026-08-12 19:30:47,7811,0.9988,227.0000,53.9040,8463.5259,37.1000,19.1000,0.0000,17.3156
154,2026-08-12 19:30:49,7815,0.9994,228.0000,53.9250,8456.1325,37.1200,19.2000,0.0000,17.3092
155,2026-08-12 19:30:51,7825,1.0006,227.0000,53.9580,8449.7899,37.1400,19.3000,0.0000,17.3029
156,2026-08-12 19:30:53,7821,1.0001,227.0000,53.9060,8446.6208,37.1600,19.4000,0.0000,17.2967
157,2026-08-12 19:30:55,7815,0.9994,227.0000,53.8980,8444.8012,37.1800,19.5000,0.0000,17.2905
158,2026-08-12 19:30:57,7814,0.9992,227.0000,53.9050,8441.3089,37.2000,19.6000,0.0000,17.2843
159,2026-08-12 19:30:59,7807,0.9983,227.0000,53.8720,8436.2790,37.2000,19.6000,0.0000,17.2781
160,2026-08-12 19:31:01,7819,0.9999,228.0000,53.9320,8435.0788,37.2000,19.6000,0.0000,17.2718
161,2026-08-12 19:31:03,7814,0.9992,227.0000,53.8840,8429.9366,37.2000,19.6000,0.0000,17.2654
162,2026-08-12 19:31:05,7820,1.0000,227.0000,53.8910,8425.2662,37.2000,19.6000,0.0000,17.2590
163,2026-08-12 19:31:07,7805,0.9981,228.0000,53.8550,8416.7767,37.2000,19.6000,0.0000,17.2526
164,2026-08-12 19:31:09,7816,0.9995,228.0000,53.9000,8411.5888,37.2000,19.6000,0.0000,17.2462
165,2026-08-12 19:31:11,7817,0.9996,228.0000,53.8840,8408.3410,37.2000,19.6000,0.0000,17.2399
166,2026-08-12 19:31:13,7815,0.9994,227.0000,53.8820,8405.8229,37.2000,19.6000,0.0000,17.2337
167,2026-08-12 19:31:15,7828,1.0010,226.0000,53.8910,8399.8995,37.2000,19.6000,0.0000,17.2275
168,2026-08-12 19:31:17,7826,1.0008,227.0000,53.8920,8398.1333,37.2000,19.6000,0.0000,17.2213
169,2026-08-12 19:31:19,7824,1.0005,227.0000,53.8540,8393.2968,37.2200,19.6000,0.0000,17.2151
170,2026-08-12 19:31:21,7822,1.0003,226.0000,53.8700,8385.2854,37.2400,19.6000,0.0000,17.2088
171,2026-08-12 19:31:23,7820,1.0000,228.0000,53.8880,8383.3898,37.2600,19.6000,0.0000,17.2024
172,2026-08-12 19:31:25,7830,1.0013,227.0000,53.8910,8378.7480,37.2800,19.6000,0.0000,17.1960
173,2026-08-12 19:31:27,7824,1.0005,227.0000,53.8450,8377.0812,37.3000,19.6000,0.0000,17.1896
174,2026-08-12 19:31:29,7825,1.0006,227.0000,53.8340,8373.4097,37.3000,19.6200,0.0000,17.1832
175,2026-08-12 19:31:31,7815,0.9994,227.0000,53.8380,8369.6674,37.3000,19.6400,0.0000,17.1769
176,2026-08-12 19:31:33,7823,1.0004,227.0000,53.8620,8366.7756,37.3000,19.6600,0.0000,17.1707
177,2026-08-12 19:31:35,7827,1.0009,228.0000,53.8370,8363.9873,37.3000,19.6800,0.0000,17.1645
178,2026-08-12 19:31:37,7828,1.0010,227.0000,53.8570,8358.1802,37.3000,19.7000,0.0000,17.1583
179,2026-08-12 19:31:39,7813,0.9991,227.0000,53.7810,8350.4094,37.3000,19.7400,0.0000,17.1521
180,2026-08-12 19:31:41,7819,0.9999,227.0000,53.6670,8347.0508,37.3000,19.7800,0.0000,17.1458
181,2026-08-12 19:31:43,7818,0.9997,227.0000,53.6570,8346.7056,37.3000,19.8200,0.0000,17.1394
182,2026-08-12 19:31:45,7818,0.9997,228.0000,53.7020,8344.1933,37.3000,19.8600,0.0000,17.1330
183,2026-08-12 19:31:47,7829,1.0012,228.0000,53.7370,8339.1890,37.3000,19.9000,0.0000,17.1266
184,2026-08-12 19:31:49,7821,1.0001,227.0000,53.7180,8332.4598,37.3200,19.7600,0.0000,17.1202
185,2026-08-12 19:31:51,7819,0.9999,227.0000,53.6980,8328.0844,37.3400,19.6200,0.0000,17.1139
186,2026-08-12 19:31:53,7822,1.0003,228.0000,53.7260,8321.5666,37.3600,19.4800,0.0000,17.1077
187,2026-08-12 19:31:55,7830,1.0013,228.0000,53.7080,8317.6688,37.3800,19.3400,0.0000,17.1015
188,2026-08-12 19:31:57,7829,1.0012,227.0000,53.7400,8316.3679,37.4000,19.2000,0.0000,17.0953
189,2026-08-12 19:31:59,7827,1.0009,226.0000,53.7100,8316.1579,37.4000,19.2400,0.0000,17.0891
190,2026-08-12 19:32:01,7826,1.0008,227.0000,53.7350,8314.8611,37.4000,19.2800,0.0000,17.0828
191,2026-08-12 19:32:03,7824,1.0005,227.0000,53.7150,8307.5386,37.4000,19.3200,0.0000,17.0764
192,2026-08-12 19:32:05,7823,1.0004,227.0000,53.7230,8301.4804,37.4000,19.3600,0.0000,17.0700
193,2026-08-12 19:32:07,7826,1.0008,227.0000,53.7190,8301.4199,37.4000,19.4000,0.0000,17.0636
194,2026-08-12 19:32:09,7825,1.0006,227.0000,53.7200,8298.2182,37.4000,19.3800,0.0000,17.0572
195,2026-08-12 19:32:11,7817,0.9996,227.0000,53.7110,8295.2372,37.4000,19.3600,0.0000,17.0509
196,2026-08-12 19:32:13,7815,0.9994,227.0000,53.6940,8292.1002,37.4000,19.3400,0.0000,17.0447
197,2026-08-12 19:32:15,7824,1.0005,226.0000,53.7080,8289.6074,37.4000,19.3200,0.0000,17.0385
198,2026-08-12 19:32:17,7821,1.0001,226.0000,53.6650,8281.5624,37.4000,19.3000,0.0000,17.0323
199,2026-08-12 19:32:19,7823,1.0004,225.0000,53.6940,8280.3537,37.4200,19.3200,0.0000,17.0261
200,2026-08-12 19:32:21,7820,1.0000,227.0000,53.7210,8276.9981,37.4400,19.3400,0.0000,17.0198
201,2026-08-12 19:32:23,7819,0.9999,227.0000,53.6850,8272.1950,37.4600,19.3600,0.0000,17.0134
202,2026-08-12 19:32:25,7806,0.9982,228.0000,53.6440,8269.4193,37.4800,19.3800,0.0000,17.0070
203,2026-08-12 19:32:27,7811,0.9988,228.0000,53.6320,8266.9531,37.5000,19.4000,0.0000,17.0006
204,2026-08-12 19:32:29,7810,0.9987,227.0000,53.6520,8264.3422,37.5000,19.4400,0.0000,16.9942
205,2026-08-12 19:32:31,7822,1.0003,226.0000,53.6330,8258.6037,37.5000,19.4800,0.0000,16.9879
206,2026-08-12 19:32:33,7814,0.9992,227.0000,53.6300,8249.7802,37.5000,19.5200,0.0000,16.9817
207,2026-08-12 19:32:35,7814,0.9992,228.0000,53.6500,8247.6985,37.5000,19.5600,0.0000,16.9755
208,2026-08-12 19:32:37,7813,0.9991,227.0000,53.6430,8243.3413,37.5000,19.6000,0.0000,16.9693
209,2026-08-12 19:32:39,7818,0.9997,227.0000,53.6310,8238.5956,37.5000,19.6200,0.0000,16.9631
210,2026-08-12 19:32:41,7818,0.9997,227.0000,53.5490,8236.8081,37.5000,19.6400,0.0000,16.9568
211,2026-08-12 19:32:43,7816,0.9995,227.0000,53.5830,8234.0271,37.5000,19.6600,0.0000,16.9504
212,2026-08-12 19:32:45,7821,1.0001,227.0000,53.5760,8230.6563,37.5000,19.6800,0.0000,16.9440
213,2026-08-12 19:32:47,7819,0.9999,226.0000,53.5710,8224.0697,37.5000,19.7000,0.0000,16.9376
214,2026-08-12 19:32:49,7822,1.0003,227.0000,53.5660,8220.8952,37.5200,19.6800,0.0000,16.9312
215,2026-08-12 19:32:51,7816,0.9995,227.0000,53.5470,8218.0830,37.5400,19.6600,0.0000,16.9249
216,2026-08-12 19:32:53,7816,0.9995,227.0000,53.5170,8215.9206,37.5600,19.6400,0.0000,16.9187
217,2026-08-12 19:32:55,7810,0.9987,227.0000,53.4760,8209.6922,37.5800,19.6200,0.0000,16.9125
218,2026-08-12 19:32:57,7810,0.9987,227.0000,53.4090,8208.0674,37.6000,19.6000,0.0000,16.9063
219,2026-08-12 19:32:59,0,0.0000,2.0000,1.6630,8206.9672,37.6000,19.6400,0.0000,16.9001
220,2026-08-12 19:33:01,7810,0.9987,227.0000,52.8020,8199.2364,37.6000,19.6800,0.0000,16.8939
221,2026-08-12 19:33:03,7807,0.9983,227.0000,53.0190,8196.7968,37.6000,19.7200,0.0000,16.8877
222,2026-08-12 19:33:05,7815,0.9994,227.0000,53.1460,8195.4841,37.6000,19.7600,0.0000,16.8815
223,2026-08-12 19:33:07,7813,0.9991,227.0000,53.1960,8192.9972,37.6000,19.8000,0.0000,16.8753
224,2026-08-12 19:33:09,7807,0.9983,227.0000,53.2350,8190.0381,37.6000,19.6800,0.0000,16.8691
225,2026-08-12 19:33:11,7816,0.9995,227.0000,53.3130,8189.1760,37.6000,19.5600,0.0000,16.8628
226,2026-08-12 19:33:13,7823,1.0004,227.0000,53.3640,8187.0988,37.6000,19.4400,0.0000,16.8564
227,2026-08-12 19:33:15,7807,0.9983,227.0000,53.3300,8184.2632,37.6000,19.3200,0.0000,16.8500
228,2026-08-12 19:33:17,7810,0.9987,227.0000,53.3740,8183.6931,37.6000,19.2000,0.0000,16.8436
229,2026-08-12 19:33:19,7810,0.9987,227.0000,53.3420,8182.6364,37.6200,19.1600,0.0000,16.8372
230,2026-08-12 19:33:21,7814,0.9992,227.0000,53.3210,8179.6769,37.6400,19.1200,0.0000,16.8309
231,2026-08-12 19:33:23,7816,0.9995,226.0000,53.3460,8175.9231,37.6600,19.0800,0.0000,16.8247
232,2026-08-12 19:33:25,7816,0.9995,227.0000,53.3380,8169.8051,37.6800,19.0400,0.0000,16.8185
233,2026-08-12 19:33:27,7811,0.9988,227.0000,53.3050,8160.5275,37.7000,19.0000,0.0000,16.8123
234,2026-08-12 19:33:29,7816,0.9995,225.0000,53.1960,8154.2814,37.7000,18.9200,0.0000,16.8061
235,2026-08-12 19:33:31,7822,1.0003,227.0000,53.1840,8148.2277,37.7000,18.8400,0.0000,16.7998
236,2026-08-12 19:33:33,7806,0.9982,226.0000,53.1650,8145.3230,37.7000,18.7600,0.0000,16.7934
237,2026-08-12 19:33:35,7809,0.9986,226.0000,53.1760,8144.2297,37.7000,18.6800,0.0000,16.7870
