time,t_rel,lx,lx_smooth
2026-08-12 19:14:19.445706,0.805,8534.025,10900.980
2026-08-12 19:14:20.445706,1.805,11664.136,10857.983
2026-08-12 19:14:21.445706,2.805,12276.900,10838.138
2026-08-12 19:14:22.445706,3.805,11234.768,10818.293
2026-08-12 19:14:23.445706,4.805,10943.978,10803.105
2026-08-12 19:14:24.445706,5.805,10857.983,10787.918
2026-08-12 19:14:25.445706,6.805,10818.293,10782.518
2026-08-12 19:14:26.445706,7.805,10787.918,10777.118
2026-08-12 19:14:27.445706,8.805,10767.263,10777.118
2026-08-12 19:14:28.445706,9.805,10777.118,10776.240
2026-08-12 19:14:29.445706,10.805,10763.618,10772.528
2026-08-12 19:14:30.445706,11.805,10776.240,10767.263
2026-08-12 19:14:31.445706,12.805,10753.695,10767.128
2026-08-12 19:14:32.445706,13.805,10772.528,10763.618
2026-08-12 19:14:33.445706,14.805,10738.913,10753.695
2026-08-12 19:14:34.445706,15.805,10725.953,10748.768
2026-08-12 19:14:35.445706,16.805,10732.771,10747.013
2026-08-12 19:14:36.445706,17.805,10767.128,10738.980
2026-08-12 19:14:37.445706,18.805,10747.013,10738.913
2026-08-12 19:14:38.445706,19.805,10748.768,10737.766
2026-08-12 19:14:39.445706,20.805,10738.980,10733.580
2026-08-12 19:14:40.445706,21.805,10737.766,10732.771
2026-08-12 19:14:41.445706,22.805,10726.830,10727.641
2026-08-12 19:14:42.445706,23.805,10718.190,10727.641
2026-08-12 19:14:43.445706,24.805,10733.580,10726.830
2026-08-12 19:14:44.445706,25.805,10724.333,10724.333
2026-08-12 19:14:45.445706,26.805,10718.393,10720.688
2026-08-12 19:14:46.445706,27.805,10720.688,10719.338
2026-08-12 19:14:47.445706,28.805,10717.988,10719.338
2026-08-12 19:14:48.445706,29.805,10727.641,10718.528
2026-08-12 19:14:49.445706,30.805,10719.338,10718.393
2026-08-12 19:14:50.445706,31.805,10710.226,10718.393
2026-08-12 19:14:51.445706,32.805,10715.761,10717.988
2026-08-12 19:14:52.445706,33.805,10703.070,10715.761
2026-08-12 19:14:53.445706,34.805,10688.693,10710.226
2026-08-12 19:14:54.445706,35.805,10728.585,10710.226
2026-08-12 19:14:55.445706,36.805,10718.528,10703.678
2026-08-12 19:14:56.445706,37.805,10691.865,10703.476
2026-08-12 19:14:57.445706,38.805,10703.678,10703.476
2026-08-12 19:14:58.445706,39.805,10696.591,10703.070
2026-08-12 19:14:59.445706,40.805,10693.013,10697.400
2026-08-12 19:15:00.445706,41.805,10689.301,10697.400
2026-08-12 19:15:01.445706,42.805,10716.503,10701.248
2026-08-12 19:15:02.445706,43.805,10703.476,10699.021
2026-08-12 19:15:03.445706,44.805,10697.400,10697.400
2026-08-12 19:15:04.445706,45.805,10710.766,10697.400
2026-08-12 19:15:05.445706,46.805,10684.508,10697.400
2026-08-12 19:15:06.445706,47.805,10683.293,10697.400
2026-08-12 19:15:07.445706,48.805,10702.328,10697.400
2026-08-12 19:15:08.445706,49.805,10701.248,10697.400
2026-08-12 19:15:09.445706,50.805,10699.021,10696.658
2026-08-12 19:15:10.445706,51.805,10696.591,10696.591
2026-08-12 19:15:11.445706,52.805,10694.633,10694.633
2026-08-12 19:15:12.445706,53.805,10697.806,10684.508
2026-08-12 19:15:13.445706,54.805,10676.678,10683.293
2026-08-12 19:15:14.445706,55.805,10656.698,10677.960
2026-08-12 19:15:15.445706,56.805,10696.658,10677.960
2026-08-12 19:15:16.445706,57.805,10661.355,10676.678
2026-08-12 19:15:17.445706,58.805,10677.960,10674.855
2026-08-12 19:15:18.445706,59.805,10658.858,10668.443
2026-08-12 19:15:19.445706,60.805,10674.855,10666.080
2026-08-12 19:15:20.445706,61.805,10663.785,10663.785
2026-08-12 19:15:21.445706,62.805,10666.080,10661.761
2026-08-12 19:15:22.445706,63.805,10678.365,10661.761
2026-08-12 19:15:23.445706,64.805,10659.601,10661.355
2026-08-12 19:15:24.445706,65.805,10668.443,10659.601
2026-08-12 19:15:25.445706,66.805,10661.761,10658.858
2026-08-12 19:15:26.445706,67.805,10646.101,10657.710
2026-08-12 19:15:27.445706,68.805,10653.863,10657.710
2026-08-12 19:15:28.445706,69.805,10657.710,10656.968
2026-08-12 19:15:29.445706,70.805,10656.968,10653.863
2026-08-12 19:15:30.445706,71.805,10634.085,10646.101
2026-08-12 19:15:31.445706,72.805,10645.830,10645.830
2026-08-12 19:15:32.445706,73.805,10634.085,10645.088
2026-08-12 19:15:33.445706,74.805,10632.128,10638.068
2026-08-12 19:15:34.445706,75.805,10657.710,10634.085
2026-08-12 19:15:35.445706,76.805,10625.040,10634.085
2026-08-12 19:15:36.445706,77.805,10638.068,10632.128
2026-08-12 19:15:37.445706,78.805,10631.318,10631.318
2026-08-12 19:15:38.445706,79.805,10645.088,10625.040
2026-08-12 19:15:39.445706,80.805,10613.835,10620.585
2026-08-12 19:15:40.445706,81.805,10619.573,10619.910
2026-08-12 19:15:41.445706,82.805,10619.506,10619.573
2026-08-12 19:15:42.445706,83.805,10619.910,10619.506
2026-08-12 19:15:43.445706,84.805,10620.585,10613.835
2026-08-12 19:15:44.445706,85.805,10604.453,10604.453
2026-08-12 19:15:45.445706,86.805,10603.778,10603.778
2026-08-12 19:15:46.445706,87.805,10589.603,10603.508
2026-08-12 19:15:47.445706,88.805,10600.740,10600.740
2026-08-12 19:15:48.445706,89.805,10600.133,10600.133
2026-08-12 19:15:49.445706,90.805,10603.508,10594.261
2026-08-12 19:15:50.445706,91.805,10584.811,10589.603
2026-08-12 19:15:51.445706,92.805,10583.258,10584.811
2026-08-12 19:15:52.445706,93.805,10594.261,10583.258
2026-08-12 19:15:53.445706,94.805,10577.926,10577.926
2026-08-12 19:15:54.445706,95.805,10572.728,10572.728
2026-08-12 19:15:55.445706,96.805,10564.426,10569.960
2026-08-12 19:15:56.445706,97.805,10565.775,10565.775
2026-08-12 19:15:57.445706,98.805,10561.522,10565.101
2026-08-12 19:15:58.445706,99.805,10565.101,10564.426
2026-08-12 19:15:59.445706,100.805,10569.960,10562.198
2026-08-12 19:16:00.445706,101.805,10562.198,10561.522
2026-08-12 19:16:01.445706,102.805,10546.808,10553.085
2026-08-12 19:16:02.445706,103.805,10534.455,10546.808
2026-08-12 19:16:03.445706,104.805,10546.403,10546.403
2026-08-12 19:16:04.445706,105.805,10553.085,10545.728
2026-08-12 19:16:05.445706,106.805,10545.728,10534.455
2026-08-12 19:16:06.445706,107.805,10515.218,10531.688
2026-08-12 19:16:07.445706,108.805,10522.306,10523.723
2026-08-12 19:16:08.445706,109.805,10516.365,10522.306
2026-08-12 19:16:09.445706,110.805,10531.688,10522.306
2026-08-12 19:16:10.445706,111.805,10520.415,10520.415
2026-08-12 19:16:11.445706,112.805,10514.812,10519.538
2026-08-12 19:16:12.445706,113.805,10523.723,10517.108
2026-08-12 19:16:13.445706,114.805,10519.538,10516.365
2026-08-12 19:16:14.445706,115.805,10517.108,10516.365
2026-08-12 19:16:15.445706,116.805,10510.358,10514.812
2026-08-12 19:16:16.445706,117.805,10525.208,10510.358
2026-08-12 19:16:17.445706,118.805,10500.908,10500.908
2026-08-12 19:16:18.445706,119.805,10491.391,10491.391
2026-08-12 19:16:19.445706,120.805,10483.290,10484.370
2026-08-12 19:16:20.445706,121.805,10479.848,10483.290
2026-08-12 19:16:21.445706,122.805,10484.370,10481.131
2026-08-12 19:16:22.445706,123.805,10481.131,10479.848
2026-08-12 19:16:23.445706,124.805,10467.631,10479.848
2026-08-12 19:16:24.445706,125.805,10474.785,10474.785
2026-08-12 19:16:25.445706,126.805,10467.495,10467.631
2026-08-12 19:16:26.445706,127.805,10461.758,10467.495
2026-08-12 19:16:27.445706,128.805,10458.046,10467.360
2026-08-12 19:16:28.445706,129.805,10467.360,10463.985
2026-08-12 19:16:29.445706,130.805,10454.062,10461.758
2026-08-12 19:16:30.445706,131.805,10487.812,10461.556
2026-08-12 19:16:31.445706,132.805,10449.405,10458.046
2026-08-12 19:16:32.445706,133.805,10463.985,10455.210
2026-08-12 19:16:33.445706,134.805,10455.210,10454.062
2026-08-12 19:16:34.445706,135.805,10422.473,10451.633
2026-08-12 19:16:35.445706,136.805,10461.556,10449.405
2026-08-12 19:16:36.445706,137.805,10446.368,10448.933
2026-08-12 19:16:37.445706,138.805,10439.888,10446.368
2026-08-12 19:16:38.445706,139.805,10451.633,10439.888
2026-08-12 19:16:39.445706,140.805,10448.933,10439.820
2026-08-12 19:16:40.445706,141.805,10439.820,10437.525
2026-08-12 19:16:41.445706,142.805,10416.938,10431.181
2026-08-12 19:16:42.445706,143.805,10425.915,10431.181
2026-08-12 19:16:43.445706,144.805,10431.046,10431.181
2026-08-12 19:16:44.445706,145.805,10431.181,10431.046
2026-08-12 19:16:45.445706,146.805,10420.178,10429.358
2026-08-12 19:16:46.445706,147.805,10423.620,10425.915
2026-08-12 19:16:47.445706,148.805,10437.525,10424.768
2026-08-12 19:16:48.445706,149.805,10413.766,10423.620
2026-08-12 19:16:49.445706,150.805,10423.013,10423.620
2026-08-12 19:16:50.445706,151.805,10436.243,10423.620
2026-08-12 19:16:51.445706,152.805,10424.768,10423.013
2026-08-12 19:16:52.445706,153.805,10429.358,10421.933
2026-08-12 19:16:53.445706,154.805,10421.933,10421.933
2026-08-12 19:16:54.445706,155.805,10400.468,10414.710
2026-08-12 19:16:55.445706,156.805,10382.851,10414.710
2026-08-12 19:16:56.445706,157.805,10395.405,10414.710
2026-08-12 19:16:57.445706,158.805,10425.240,10414.103
2026-08-12 19:16:58.445706,159.805,10391.288,10407.421
2026-08-12 19:16:59.445706,160.805,10402.763,10406.070
2026-08-12 19:17:00.445706,161.805,10407.421,10402.763
2026-08-12 19:17:01.445706,162.805,10414.710,10400.468
2026-08-12 19:17:02.445706,163.805,10415.048,10397.025
2026-08-12 19:17:03.445706,164.805,10414.103,10397.025
2026-08-12 19:17:04.445706,165.805,10391.085,10400.400
2026-08-12 19:17:05.445706,166.805,10406.070,10400.400
2026-08-12 19:17:06.445706,167.805,10395.405,10400.400
2026-08-12 19:17:07.445706,168.805,10397.025,10397.025
2026-08-12 19:17:08.445706,169.805,10379.476,10397.025
2026-08-12 19:17:09.445706,170.805,10374.008,10395.405
2026-08-12 19:17:10.445706,171.805,10388.993,10395.405
2026-08-12 19:17:11.445706,172.805,10400.400,10392.436
2026-08-12 19:17:12.445706,173.805,10402.088,10392.436
2026-08-12 19:17:13.445706,174.805,10386.091,10392.436
2026-08-12 19:17:14.445706,175.805,10392.436,10391.085
2026-08-12 19:17:15.445706,176.805,10400.400,10391.085
2026-08-12 19:17:16.445706,177.805,10389.803,10391.085
2026-08-12 19:17:17.445706,178.805,10407.758,10391.085
2026-08-12 19:17:18.445706,179.805,10390.681,10391.085
2026-08-12 19:17:19.445706,180.805,10391.085,10390.681
2026-08-12 19:17:20.445706,181.805,10403.978,10390.208
2026-08-12 19:17:21.445706,182.805,10390.208,10390.208
2026-08-12 19:17:22.445706,183.805,10395.811,10389.803
2026-08-12 19:17:23.445706,184.805,10377.248,10389.803
2026-08-12 19:17:24.445706,185.805,10378.936,10387.373
2026-08-12 19:17:25.445706,186.805,10365.976,10378.936
2026-08-12 19:17:26.445706,187.805,10376.235,10377.248
2026-08-12 19:17:27.445706,188.805,10387.373,10376.235
2026-08-12 19:17:28.445706,189.805,10371.511,10371.511
2026-08-12 19:17:29.445706,190.805,10356.660,10371.511
2026-08-12 19:17:30.445706,191.805,10393.448,10369.418
2026-08-12 19:17:31.445706,192.805,10365.570,10369.080
2026-08-12 19:17:32.445706,193.805,10369.418,10368.338
2026-08-12 19:17:33.445706,194.805,10363.275,10368.676
2026-08-12 19:17:34.445706,195.805,10365.705,10368.338
2026-08-12 19:17:35.445706,196.805,10365.233,10365.705
2026-08-12 19:17:36.445706,197.805,10374.683,10365.570
2026-08-12 19:17:37.445706,198.805,10368.338,10365.570
2026-08-12 19:17:38.445706,199.805,10369.080,10365.233
2026-08-12 19:17:39.445706,200.805,10356.323,10363.681
2026-08-12 19:17:40.445706,201.805,10368.676,10363.275
2026-08-12 19:17:41.445706,202.805,10356.391,10361.453
2026-08-12 19:17:42.445706,203.805,10363.681,10356.391
2026-08-12 19:17:43.445706,204.805,10361.453,10356.323
2026-08-12 19:17:44.445706,205.805,10347.075,10352.881
2026-08-12 19:17:45.445706,206.805,10350.855,10350.855
2026-08-12 19:17:46.445706,207.805,10335.601,10350.788
2026-08-12 19:17:47.445706,208.805,10352.881,10349.168
2026-08-12 19:17:48.445706,209.805,10344.308,10347.075
2026-08-12 19:17:49.445706,210.805,10345.658,10345.658
2026-08-12 19:17:50.445706,211.805,10349.168,10345.253
2026-08-12 19:17:51.445706,212.805,10350.788,10344.308
2026-08-12 19:17:52.445706,213.805,10345.253,10341.676
2026-08-12 19:17:53.445706,214.805,10325.070,10339.921
2026-08-12 19:17:54.445706,215.805,10337.288,10339.921
2026-08-12 19:17:55.445706,216.805,10341.676,10337.288
2026-08-12 19:17:56.445706,217.805,10335.735,10335.735
2026-08-12 19:17:57.445706,218.805,10339.921,10329.256
2026-08-12 19:17:58.445706,219.805,10329.256,10327.298
2026-08-12 19:17:59.445706,220.805,10324.058,10326.556
2026-08-12 19:18:00.445706,221.805,10317.646,10326.556
2026-08-12 19:18:01.445706,222.805,10313.056,10326.556
2026-08-12 19:18:02.445706,223.805,10317.848,10325.610
2026-08-12 19:18:03.445706,224.805,10327.298,10324.058
2026-08-12 19:18:04.445706,225.805,10304.753,10324.058
2026-08-12 19:18:05.445706,226.805,10326.556,10323.046
2026-08-12 19:18:06.445706,227.805,10308.466,10317.848
2026-08-12 19:18:07.445706,228.805,10327.365,10317.646
2026-08-12 19:18:08.445706,229.805,10304.482,10315.756
2026-08-12 19:18:09.445706,230.805,10325.610,10315.756
2026-08-12 19:18:10.445706,231.805,10323.046,10309.545
2026-08-12 19:18:11.445706,232.805,10324.058,10308.466
2026-08-12 19:18:12.445706,233.805,10315.756,10309.545
2026-08-12 19:18:13.445706,234.805,10301.716,10308.466
2026-08-12 19:18:14.445706,235.805,10302.863,10304.482
2026-08-12 19:18:15.445706,236.805,10297.936,10304.415
2026-08-12 19:18:16.445706,237.805,10291.388,10302.863
2026-08-12 19:18:17.445706,238.805,10309.545,10301.716
2026-08-12 19:18:18.445706,239.805,10304.415,10297.936
2026-08-12 19:18:19.445706,240.805,10312.516,10297.936
2026-08-12 19:18:20.445706,241.805,10287.203,10294.561
2026-08-12 19:18:21.445706,242.805,10272.353,10291.388
2026-08-12 19:18:22.445706,243.805,10294.561,10288.620
2026-08-12 19:18:23.445706,244.805,10288.620,10287.203
2026-08-12 19:18:24.445706,245.805,10297.936,10286.190
2026-08-12 19:18:25.445706,246.805,10275.931,10281.061
2026-08-12 19:18:26.445706,247.805,10286.190,10278.698
2026-08-12 19:18:27.445706,248.805,10276.403,10276.403
2026-08-12 19:18:28.445706,249.805,10257.165,10275.931
2026-08-12 19:18:29.445706,250.805,10278.698,10275.931
2026-08-12 19:18:30.445706,251.805,10264.860,10264.860
2026-08-12 19:18:31.445706,252.805,10281.061,10261.620
2026-08-12 19:18:32.445706,253.805,10261.620,10259.798
2026-08-12 19:18:33.445706,254.805,10258.988,10258.988
2026-08-12 19:18:34.445706,255.805,10250.482,10257.165
2026-08-12 19:18:35.445706,256.805,10247.580,10255.410
2026-08-12 19:18:36.445706,257.805,10255.410,10255.343
2026-08-12 19:18:37.445706,258.805,10255.343,10250.482
2026-08-12 19:18:38.445706,259.805,10259.798,10247.580
2026-08-12 19:18:39.445706,260.805,10231.718,10243.530
2026-08-12 19:18:40.445706,261.805,10232.933,10242.855
2026-08-12 19:18:41.445706,262.805,10243.530,10237.253
2026-08-12 19:18:42.445706,263.805,10215.518,10234.823
2026-08-12 19:18:43.445706,264.805,10237.253,10234.080
2026-08-12 19:18:44.445706,265.805,10234.823,10232.933
2026-08-12 19:18:45.445706,266.805,10242.855,10232.933
2026-08-12 19:18:46.445706,267.805,10217.205,10231.718
2026-08-12 19:18:47.445706,268.805,10228.343,10228.343
2026-08-12 19:18:48.445706,269.805,10234.080,10226.521
2026-08-12 19:18:49.445706,270.805,10226.048,10226.048
2026-08-12 19:18:50.445706,271.805,10195.808,10226.048
2026-08-12 19:18:51.445706,272.805,10219.365,10219.365
2026-08-12 19:18:52.445706,273.805,10237.860,10217.205
2026-08-12 19:18:53.445706,274.805,10226.521,10211.535
2026-08-12 19:18:54.445706,275.805,10198.643,10203.301
2026-08-12 19:18:55.445706,276.805,10184.062,10201.545
2026-08-12 19:18:56.445706,277.805,10211.535,10199.790
2026-08-12 19:18:57.445706,278.805,10197.091,10198.643
2026-08-12 19:18:58.445706,279.805,10199.790,10198.643
2026-08-12 19:18:59.445706,280.805,10201.545,10197.091
2026-08-12 19:19:00.445706,281.805,10186.223,10195.538
2026-08-12 19:19:01.445706,282.805,10203.301,10186.223
2026-08-12 19:19:02.445706,283.805,10195.538,10186.223
2026-08-12 19:19:03.445706,284.805,10175.490,10186.223
2026-08-12 19:19:04.445706,285.805,10179.945,10185.143
2026-08-12 19:19:05.445706,286.805,10185.143,10179.945
2026-08-12 19:19:06.445706,287.805,10186.223,10175.490
2026-08-12 19:19:07.445706,288.805,10163.610,10172.453
2026-08-12 19:19:08.445706,289.805,10172.453,10169.820
2026-08-12 19:19:09.445706,290.805,10165.433,10166.445
2026-08-12 19:19:10.445706,291.805,10164.623,10165.433
2026-08-12 19:19:11.445706,292.805,10166.445,10164.960
2026-08-12 19:19:12.445706,293.805,10162.261,10164.623
2026-08-12 19:19:13.445706,294.805,10169.820,10163.610
2026-08-12 19:19:14.445706,295.805,10152.811,10163.476
2026-08-12 19:19:15.445706,296.805,10149.503,10162.261
2026-08-12 19:19:16.445706,297.805,10164.960,10159.561
2026-08-12 19:19:17.445706,298.805,10156.253,10158.008
2026-08-12 19:19:18.445706,299.805,10163.476,10156.253
2026-08-12 19:19:19.445706,300.805,10159.561,10154.700
2026-08-12 19:19:20.445706,301.805,10154.700,10152.811
2026-08-12 19:19:21.445706,302.805,10158.008,10149.503
2026-08-12 19:19:22.445706,303.805,10137.420,10142.213
2026-08-12 19:19:23.445706,304.805,10130.333,10138.500
2026-08-12 19:19:24.445706,305.805,10135.530,10137.420
2026-08-12 19:19:25.445706,306.805,10138.500,10135.530
2026-08-12 19:19:26.445706,307.805,10131.143,10133.101
2026-08-12 19:19:27.445706,308.805,10142.213,10131.143
2026-08-12 19:19:28.445706,309.805,10120.478,10130.333
2026-08-12 19:19:29.445706,310.805,10128.375,10128.375
2026-08-12 19:19:30.445706,311.805,10107.181,10124.730
2026-08-12 19:19:31.445706,312.805,10124.730,10123.516
2026-08-12 19:19:32.445706,313.805,10123.516,10120.478
2026-08-12 19:19:33.445706,314.805,10133.101,10119.330
2026-08-12 19:19:34.445706,315.805,10119.330,10112.985
2026-08-12 19:19:35.445706,316.805,10108.058,10112.985
2026-08-12 19:19:36.445706,317.805,10112.985,10108.058
2026-08-12 19:19:37.445706,318.805,10105.897,10107.855
2026-08-12 19:19:38.445706,319.805,10103.198,10107.855
2026-08-12 19:19:39.445706,320.805,10103.198,10105.897
2026-08-12 19:19:40.445706,321.805,10096.312,10103.198
2026-08-12 19:19:41.445706,322.805,10107.855,10103.198
2026-08-12 19:19:42.445706,323.805,10113.998,10102.860
2026-08-12 19:19:43.445706,324.805,10102.860,10096.312
2026-08-12 19:19:44.445706,325.805,10091.521,10095.503
2026-08-12 19:19:45.445706,326.805,10094.018,10095.368
2026-08-12 19:19:46.445706,327.805,10095.368,10095.368
2026-08-12 19:19:47.445706,328.805,10092.668,10095.301
2026-08-12 19:19:48.445706,329.805,10095.503,10094.018
2026-08-12 19:19:49.445706,330.805,10090.306,10092.668
2026-08-12 19:19:50.445706,331.805,10089.428,10092.668
2026-08-12 19:19:51.445706,332.805,10082.678,10092.668
2026-08-12 19:19:52.445706,333.805,10095.301,10092.668
2026-08-12 19:19:53.445706,334.805,10099.485,10092.668
2026-08-12 19:19:54.445706,335.805,10085.243,10092.668
2026-08-12 19:19:55.445706,336.805,10086.795,10090.778
2026-08-12 19:19:56.445706,337.805,10092.668,10090.306
2026-08-12 19:19:57.445706,338.805,10084.905,10089.428
2026-08-12 19:19:58.445706,339.805,10101.038,10086.795
2026-08-12 19:19:59.445706,340.805,10098.676,10086.795
2026-08-12 19:20:00.445706,341.805,10093.613,10085.243
2026-08-12 19:20:01.445706,342.805,10081.868,10084.905
2026-08-12 19:20:02.445706,343.805,10090.778,10084.838
2026-08-12 19:20:03.445706,344.805,10079.370,10081.868
2026-08-12 19:20:04.445706,345.805,10084.838,10079.641
2026-08-12 19:20:05.445706,346.805,10079.641,10079.370
2026-08-12 19:20:06.445706,347.805,10062.968,10063.980
2026-08-12 19:20:07.445706,348.805,10061.888,10062.968
2026-08-12 19:20:08.445706,349.805,10054.261,10061.888
2026-08-12 19:20:09.445706,350.805,10063.980,10061.551
2026-08-12 19:20:10.445706,351.805,10056.623,10058.513
2026-08-12 19:20:11.445706,352.805,10055.408,10056.623
2026-08-12 19:20:12.445706,353.805,10061.551,10055.408
2026-08-12 19:20:13.445706,354.805,10058.513,10054.261
2026-08-12 19:20:14.445706,355.805,10037.790,10049.670
2026-08-12 19:20:15.445706,356.805,10049.670,10043.325
2026-08-12 19:20:16.445706,357.805,10043.056,10043.056
2026-08-12 19:20:17.445706,358.805,10034.415,10037.790
2026-08-12 19:20:18.445706,359.805,10016.258,10034.415
2026-08-12 19:20:19.445706,360.805,10030.568,10030.568
2026-08-12 19:20:20.445706,361.805,10015.718,10026.383
2026-08-12 19:20:21.445706,362.805,10043.325,10020.982
2026-08-12 19:20:22.445706,363.805,10018.553,10018.553
2026-08-12 19:20:23.445706,364.805,10026.383,10016.258
2026-08-12 19:20:24.445706,365.805,10020.982,10016.258
2026-08-12 19:20:25.445706,366.805,10016.258,10015.718
2026-08-12 19:20:26.445706,367.805,10001.205,10006.268
2026-08-12 19:20:27.445706,368.805,10006.268,10003.163
2026-08-12 19:20:28.445706,369.805,9997.628,10001.205
2026-08-12 19:20:29.445706,370.805,9978.256,9997.628
2026-08-12 19:20:30.445706,371.805,10003.163,9994.051
2026-08-12 19:20:31.445706,372.805,9994.051,9978.391
2026-08-12 19:20:32.445706,373.805,9968.400,9978.256
2026-08-12 19:20:33.445706,374.805,9978.391,9975.758
2026-08-12 19:20:34.445706,375.805,9966.038,9968.400
2026-08-12 19:20:35.445706,376.805,9949.905,9968.062
2026-08-12 19:20:36.445706,377.805,9968.062,9966.038
2026-08-12 19:20:37.445706,378.805,9975.758,9963.338
2026-08-12 19:20:38.445706,379.805,9955.778,9962.123
2026-08-12 19:20:39.445706,380.805,9959.355,9959.355
2026-08-12 19:20:40.445706,381.805,9962.123,9955.778
2026-08-12 19:20:41.445706,382.805,9963.338,9949.905
2026-08-12 19:20:42.445706,383.805,9949.771,9949.771
2026-08-12 19:20:43.445706,384.805,9946.328,9946.328
2026-08-12 19:20:44.445706,385.805,9942.346,9942.346
2026-08-12 19:20:45.445706,386.805,9938.700,9938.700
2026-08-12 19:20:46.445706,387.805,9927.158,9936.271
2026-08-12 19:20:47.445706,388.805,9936.271,9927.158
2026-08-12 19:20:48.445706,389.805,9926.482,9926.482
2026-08-12 19:20:49.445706,390.805,9921.353,9921.353
2026-08-12 19:20:50.445706,391.805,9915.008,9920.812
2026-08-12 19:20:51.445706,392.805,9913.320,9917.978
2026-08-12 19:20:52.445706,393.805,9920.812,9915.075
2026-08-12 19:20:53.445706,394.805,9904.545,9915.008
2026-08-12 19:20:54.445706,395.805,9917.978,9913.320
2026-08-12 19:20:55.445706,396.805,9901.170,9904.545
2026-08-12 19:20:56.445706,397.805,9896.647,9901.170
2026-08-12 19:20:57.445706,398.805,9892.463,9897.256
2026-08-12 19:20:58.445706,399.805,9892.868,9896.647
2026-08-12 19:20:59.445706,400.805,9915.075,9892.868
2026-08-12 19:21:00.445706,401.805,9889.155,9892.463
2026-08-12 19:21:01.445706,402.805,9897.256,9890.033
2026-08-12 19:21:02.445706,403.805,9889.021,9889.155
2026-08-12 19:21:03.445706,404.805,9873.495,9889.021
2026-08-12 19:21:04.445706,405.805,9890.033,9883.688
2026-08-12 19:21:05.445706,406.805,9877.815,9881.190
2026-08-12 19:21:06.445706,407.805,9872.348,9877.815
2026-08-12 19:21:07.445706,408.805,9881.190,9877.815
2026-08-12 19:21:08.445706,409.805,9871.943,9875.926
2026-08-12 19:21:09.445706,410.805,9883.688,9873.495
2026-08-12 19:21:10.445706,411.805,9875.926,9872.348
2026-08-12 19:21:11.445706,412.805,9867.488,9871.943
2026-08-12 19:21:12.445706,413.805,9863.708,9867.488
2026-08-12 19:21:13.445706,414.805,9864.045,9864.045
2026-08-12 19:21:14.445706,415.805,9878.490,9863.708
2026-08-12 19:21:15.445706,416.805,9853.245,9855.878
2026-08-12 19:21:16.445706,417.805,9855.878,9854.933
2026-08-12 19:21:17.445706,418.805,9850.208,9853.245
2026-08-12 19:21:18.445706,419.805,9846.968,9850.208
2026-08-12 19:21:19.445706,420.805,9848.250,9848.250
2026-08-12 19:21:20.445706,421.805,9854.933,9846.968
2026-08-12 19:21:21.445706,422.805,9834.143,9841.163
2026-08-12 19:21:22.445706,423.805,9837.788,9837.788
2026-08-12 19:21:23.445706,424.805,9830.903,9835.357
2026-08-12 19:21:24.445706,425.805,9829.351,9834.143
2026-08-12 19:21:25.445706,426.805,9841.163,9831.848
2026-08-12 19:21:26.445706,427.805,9831.848,9830.903
2026-08-12 19:21:27.445706,428.805,9828.676,9830.633
2026-08-12 19:21:28.445706,429.805,9830.633,9829.351
2026-08-12 19:21:29.445706,430.805,9815.311,9828.676
2026-08-12 19:21:30.445706,431.805,9835.357,9822.061
2026-08-12 19:21:31.445706,432.805,9822.061,9815.783
2026-08-12 19:21:32.445706,433.805,9815.783,9815.311
2026-08-12 19:21:33.445706,434.805,9796.545,9812.003
2026-08-12 19:21:34.445706,435.805,9810.315,9810.315
2026-08-12 19:21:35.445706,436.805,9803.903,9808.290
2026-08-12 19:21:36.445706,437.805,9812.003,9806.873
2026-08-12 19:21:37.445706,438.805,9787.163,9803.903
2026-08-12 19:21:38.445706,439.805,9806.873,9801.540
2026-08-12 19:21:39.445706,440.805,9799.110,9799.110
2026-08-12 19:21:40.445706,441.805,9796.950,9796.950
2026-08-12 19:21:41.445706,442.805,9808.290,9796.950
2026-08-12 19:21:42.445706,443.805,9782.235,9791.078
2026-08-12 19:21:43.445706,444.805,9801.540,9787.163
2026-08-12 19:21:44.445706,445.805,9777.780,9786.218
2026-08-12 19:21:45.445706,446.805,9775.485,9782.235
2026-08-12 19:21:46.445706,447.805,9791.078,9777.780
2026-08-12 19:21:47.445706,448.805,9786.218,9775.485
2026-08-12 19:21:48.445706,449.805,9767.723,9772.043
2026-08-12 19:21:49.445706,450.805,9769.545,9769.545
2026-08-12 19:21:50.445706,451.805,9761.918,9767.723
2026-08-12 19:21:51.445706,452.805,9759.420,9763.808
2026-08-12 19:21:52.445706,453.805,9772.043,9763.538
2026-08-12 19:21:53.445706,454.805,9763.538,9762.863
2026-08-12 19:21:54.445706,455.805,9751.388,9761.918
2026-08-12 19:21:55.445706,456.805,9753.346,9761.378
2026-08-12 19:21:56.445706,457.805,9757.530,9759.420
2026-08-12 19:21:57.445706,458.805,9763.808,9757.530
2026-08-12 19:21:58.445706,459.805,9753.008,9757.261
2026-08-12 19:21:59.445706,460.805,9762.863,9755.573
2026-08-12 19:22:00.445706,461.805,9746.730,9754.561
2026-08-12 19:22:01.445706,462.805,9761.378,9753.346
2026-08-12 19:22:02.445706,463.805,9755.573,9753.346
2026-08-12 19:22:03.445706,464.805,9747.000,9753.008
2026-08-12 19:22:04.445706,465.805,9757.261,9747.000
